PostalCode,lastupdated_epoch,lastupdated,temp_c,temp_f,is_day,current_conditions,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,vis_km,vis_miles,uv,gust_kph,gust_mph
75189,1712247300,2024-04-04 11:15,19.4,66.9,1,Sunny,10.5,16.9,240,WSW,1016.0,30.01,0.0,0.0,45,0,19.4,66.9,16.0,9.0,5.0,24.1,15.0
