PostalCode,lastupdated_epoch,lastupdated,temp_c,temp_f,is_day,current_conditions,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,vis_km,vis_miles,uv,gust_kph,gust_mph
80525,1712247300,2024-04-04 10:15,12.8,55.0,1,Sunny,2.2,3.6,10,N,1015.0,29.98,0.0,0.0,34,0,12.7,54.8,16.0,9.0,4.0,7.1,4.4
