PostalCode,lastupdated_epoch,lastupdated,temp_c,temp_f,is_day,current_conditions,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,vis_km,vis_miles,uv,gust_kph,gust_mph
79938,1712247300,2024-04-04 10:15,17.1,62.8,1,Sunny,2.2,3.6,10,N,1020.0,30.12,0.0,0.0,18,0,17.1,62.8,11.0,6.0,5.0,12.5,7.8
