PostalCode,lastupdated_epoch,lastupdated,temp_c,temp_f,is_day,current_conditions,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,vis_km,vis_miles,uv,gust_kph,gust_mph
72903,1712247300,2024-04-04 11:15,15.6,60.1,1,Sunny,13.6,22.0,360,N,1016.0,29.99,0.0,0.0,33,0,15.6,60.1,16.0,9.0,4.0,29.2,18.1
