PostalCode,time_epoch,time,temp_c,temp_f,is_day,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,snow_cm,humidity,cloud,feelslike_c,feelslike_f,windchill_c,windchill_f,heatindex_c,heatindex_f,dewpoint_c,dewpoint_f,will_it_rain,chance_of_rain,will_it_snow,chance_of_snow,vis_km,vis_miles,gust_mph,gust_kph,uv,conditions,icon,code,sunrise,sunset,moonrise,moonset,moon_phase,moon_illumination,is_moon_up,is_sun_up
80525,1712210400,2024-04-04 00:00,8.7,47.7,0,5.8,9.4,281,WNW,1013.0,29.9,0.0,0.0,0.0,41,0,7.3,45.1,7.3,45.1,8.7,47.7,-3.9,24.9,0,0,0,0,10.0,6.0,12.2,19.7,1.0,Clear ,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,06:38 AM,07:29 PM,04:40 AM,02:38 PM,Waning Crescent,30,0,1
80525,1712214000,2024-04-04 01:00,8.1,46.5,0,5.4,8.6,284,WNW,1013.0,29.9,0.0,0.0,0.0,40,0,6.7,44.1,6.7,44.1,8.1,46.5,-4.8,23.3,0,0,0,0,10.0,6.0,11.3,18.1,1.0,Clear ,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,06:38 AM,07:29 PM,04:40 AM,02:38 PM,Waning Crescent,30,0,1
80525,1712217600,2024-04-04 02:00,7.5,45.5,0,4.5,7.2,276,W,1013.0,29.91,0.0,0.0,0.0,40,0,6.2,43.1,6.2,43.1,7.5,45.5,-5.4,22.3,0,0,0,0,10.0,6.0,9.4,15.1,1.0,Clear ,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,06:38 AM,07:29 PM,04:40 AM,02:38 PM,Waning Crescent,30,0,1
80525,1712221200,2024-04-04 03:00,7.0,44.6,0,4.3,6.8,275,W,1013.0,29.91,0.0,0.0,0.0,40,0,5.7,42.2,5.7,42.2,7.0,44.6,-5.6,21.9,0,0,0,0,10.0,6.0,8.9,14.4,1.0,Clear ,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,06:38 AM,07:29 PM,04:40 AM,02:38 PM,Waning Crescent,30,0,1
80525,1712224800,2024-04-04 04:00,6.5,43.7,0,4.5,7.2,280,W,1013.0,29.9,0.0,0.0,0.0,40,0,5.1,41.3,5.1,41.3,6.5,43.7,-6.0,21.2,0,0,0,0,10.0,6.0,9.4,15.1,1.0,Clear ,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,06:38 AM,07:29 PM,04:40 AM,02:38 PM,Waning Crescent,30,0,1
80525,1712228400,2024-04-04 05:00,5.9,42.7,0,4.3,6.8,282,WNW,1012.0,29.9,0.0,0.0,0.0,40,0,4.7,40.4,4.7,40.4,5.9,42.7,-6.4,20.4,0,0,0,0,10.0,6.0,8.9,14.4,1.0,Clear ,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,06:38 AM,07:29 PM,04:40 AM,02:38 PM,Waning Crescent,30,0,1
80525,1712232000,2024-04-04 06:00,5.6,42.1,0,3.6,5.8,278,W,1012.0,29.9,0.0,0.0,0.0,41,0,4.4,39.9,4.4,39.9,5.6,42.1,-6.8,19.8,0,0,0,0,10.0,6.0,7.5,12.1,1.0,Clear ,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,06:38 AM,07:29 PM,04:40 AM,02:38 PM,Waning Crescent,30,0,1
80525,1712235600,2024-04-04 07:00,7.4,45.4,1,3.8,6.1,279,W,1013.0,29.91,0.0,0.0,0.0,42,0,6.7,44.0,6.7,44.0,7.4,45.4,-6.6,20.1,0,0,0,0,10.0,6.0,8.0,12.9,3.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:38 AM,07:29 PM,04:40 AM,02:38 PM,Waning Crescent,30,0,1
80525,1712239200,2024-04-04 08:00,9.7,49.4,1,2.9,4.7,280,W,1013.0,29.9,0.0,0.0,0.0,37,0,9.3,48.7,9.3,48.7,9.7,49.4,-4.5,23.9,0,0,0,0,10.0,6.0,4.8,7.7,3.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:38 AM,07:29 PM,04:40 AM,02:38 PM,Waning Crescent,30,0,1
80525,1712242800,2024-04-04 09:00,11.9,53.4,1,1.1,1.8,221,SW,1012.0,29.87,0.0,0.0,0.0,31,0,11.7,53.1,11.7,53.1,11.9,53.4,-4.8,23.4,0,0,0,0,10.0,6.0,1.3,2.1,4.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:38 AM,07:29 PM,04:40 AM,02:38 PM,Waning Crescent,30,0,1
80525,1712246400,2024-04-04 10:00,12.8,55.0,1,2.2,3.6,10,N,1015.0,29.98,0.0,0.0,0.0,34,0,13.9,57.1,13.9,57.1,14.0,57.2,-3.8,25.2,0,0,0,0,16.0,9.0,4.4,7.1,4.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:38 AM,07:29 PM,04:40 AM,02:38 PM,Waning Crescent,30,0,1
80525,1712250000,2024-04-04 11:00,15.8,60.4,1,7.2,11.5,152,SSE,1010.0,29.82,0.0,0.0,0.0,27,0,15.8,60.4,15.8,60.4,15.8,60.5,-2.6,27.4,0,0,0,0,10.0,6.0,8.2,13.2,5.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:38 AM,07:29 PM,04:40 AM,02:38 PM,Waning Crescent,30,0,1
80525,1712253600,2024-04-04 12:00,17.3,63.1,1,9.4,15.1,147,SSE,1009.0,29.79,0.0,0.0,0.0,26,0,17.2,63.0,17.2,63.0,17.3,63.1,-2.2,28.0,0,0,0,0,10.0,6.0,10.8,17.4,5.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:38 AM,07:29 PM,04:40 AM,02:38 PM,Waning Crescent,30,0,1
80525,1712257200,2024-04-04 13:00,18.5,65.2,1,10.1,16.2,142,SE,1008.0,29.76,0.0,0.0,0.0,23,0,18.4,65.2,18.4,65.2,18.5,65.2,-2.8,26.9,0,0,0,0,10.0,6.0,11.6,18.6,5.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:38 AM,07:29 PM,04:40 AM,02:38 PM,Waning Crescent,30,0,1
80525,1712260800,2024-04-04 14:00,19.4,66.9,1,9.8,15.8,143,SE,1007.0,29.73,0.0,0.0,0.0,21,0,19.4,66.9,19.4,66.9,19.4,66.9,-3.4,25.9,0,0,0,0,10.0,6.0,11.3,18.2,5.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:38 AM,07:29 PM,04:40 AM,02:38 PM,Waning Crescent,30,0,1
80525,1712264400,2024-04-04 15:00,20.1,68.1,1,9.8,15.8,148,SSE,1005.0,29.69,0.0,0.0,0.0,18,0,20.1,68.1,20.1,68.1,20.1,68.1,-4.4,24.1,0,0,0,0,10.0,6.0,11.3,18.2,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:38 AM,07:29 PM,04:40 AM,02:38 PM,Waning Crescent,30,0,1
80525,1712268000,2024-04-04 16:00,20.4,68.6,1,9.8,15.8,149,SSE,1005.0,29.67,0.0,0.0,0.0,16,0,20.4,68.6,20.4,68.6,20.4,68.6,-5.7,21.7,0,0,0,0,10.0,6.0,11.3,18.2,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:38 AM,07:29 PM,04:40 AM,02:38 PM,Waning Crescent,30,0,1
80525,1712271600,2024-04-04 17:00,20.3,68.5,1,9.2,14.8,144,SE,1004.0,29.65,0.0,0.0,0.0,16,0,20.3,68.5,20.3,68.5,20.3,68.5,-6.4,20.5,0,0,0,0,10.0,6.0,10.6,17.0,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:38 AM,07:29 PM,04:40 AM,02:38 PM,Waning Crescent,30,0,1
80525,1712275200,2024-04-04 18:00,18.9,65.9,1,7.2,11.5,138,SE,1004.0,29.65,0.0,0.0,0.0,18,0,18.9,65.9,18.9,65.9,18.9,65.9,-4.7,23.5,0,0,0,0,10.0,6.0,8.2,13.2,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:38 AM,07:29 PM,04:40 AM,02:38 PM,Waning Crescent,30,0,1
