PostalCode,time_epoch,time,temp_c,temp_f,is_day,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,snow_cm,humidity,cloud,feelslike_c,feelslike_f,windchill_c,windchill_f,heatindex_c,heatindex_f,dewpoint_c,dewpoint_f,will_it_rain,chance_of_rain,will_it_snow,chance_of_snow,vis_km,vis_miles,gust_mph,gust_kph,uv,conditions,icon,code,sunrise,sunset,moonrise,moonset,moon_phase,moon_illumination,is_moon_up,is_sun_up
72762,1712242800,2024-04-04 10:00,8.1,46.5,1,11.0,17.6,321,NW,1015.0,29.98,0.0,0.0,0.0,51,0,5.3,41.6,5.3,41.6,8.1,46.5,-1.2,29.8,0,0,0,0,10.0,6.0,12.6,20.3,3.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:58 AM,07:42 PM,04:43 AM,03:02 PM,Waning Crescent,30,0,1
72762,1712246400,2024-04-04 11:00,11.0,51.8,1,13.6,22.0,300,WNW,1015.0,29.98,0.0,0.0,0.0,47,0,7.3,45.2,7.3,45.2,9.8,49.6,-1.4,29.6,0,0,0,0,16.0,9.0,13.9,22.4,4.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:58 AM,07:42 PM,04:43 AM,03:02 PM,Waning Crescent,30,0,1
72762,1712250000,2024-04-04 12:00,11.3,52.3,1,12.3,19.8,318,NW,1015.0,29.98,0.0,0.0,0.0,41,0,9.1,48.3,9.1,48.3,11.3,52.3,-1.2,29.8,0,0,0,0,10.0,6.0,14.2,22.8,4.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:58 AM,07:42 PM,04:43 AM,03:02 PM,Waning Crescent,30,0,1
72762,1712253600,2024-04-04 13:00,12.5,54.5,1,12.8,20.5,312,NW,1014.0,29.96,0.0,0.0,0.0,39,0,10.5,50.9,10.5,50.9,12.5,54.5,-0.9,30.4,0,0,0,0,10.0,6.0,14.7,23.6,4.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:58 AM,07:42 PM,04:43 AM,03:02 PM,Waning Crescent,30,0,1
72762,1712257200,2024-04-04 14:00,13.4,56.1,1,13.0,20.9,307,NW,1014.0,29.94,0.0,0.0,0.0,38,0,11.6,52.8,11.6,52.8,13.4,56.1,-0.4,31.4,0,0,0,0,10.0,6.0,14.9,24.0,4.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:58 AM,07:42 PM,04:43 AM,03:02 PM,Waning Crescent,30,0,1
72762,1712260800,2024-04-04 15:00,13.9,57.0,1,13.4,21.6,307,NW,1013.0,29.93,0.0,0.0,0.0,38,0,12.2,54.0,12.2,54.0,13.9,57.0,0.2,32.3,0,0,0,0,10.0,6.0,15.4,24.8,4.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:58 AM,07:42 PM,04:43 AM,03:02 PM,Waning Crescent,30,0,1
72762,1712264400,2024-04-04 16:00,14.1,57.4,1,13.6,22.0,311,NW,1013.0,29.92,0.0,0.0,0.0,38,0,12.5,54.4,12.5,54.4,14.1,57.4,0.5,32.9,0,0,0,0,10.0,6.0,15.7,25.3,4.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:58 AM,07:42 PM,04:43 AM,03:02 PM,Waning Crescent,30,0,1
72762,1712268000,2024-04-04 17:00,13.8,56.9,1,13.0,20.9,320,NW,1013.0,29.92,0.0,0.0,0.0,41,0,12.3,54.2,12.3,54.2,13.8,56.9,1.2,34.1,0,0,0,0,10.0,6.0,15.4,24.8,4.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:58 AM,07:42 PM,04:43 AM,03:02 PM,Waning Crescent,30,0,1
72762,1712271600,2024-04-04 18:00,12.5,54.6,1,10.5,16.9,325,NW,1014.0,29.93,0.0,0.0,0.0,48,0,11.1,52.0,11.1,52.0,12.5,54.6,2.8,37.0,0,0,0,0,10.0,6.0,14.2,22.9,4.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:58 AM,07:42 PM,04:43 AM,03:02 PM,Waning Crescent,30,0,1
72762,1712275200,2024-04-04 19:00,10.2,50.3,1,7.2,11.5,330,NNW,1014.0,29.96,0.0,0.0,0.0,57,0,8.8,47.8,8.8,47.8,10.2,50.3,3.1,37.5,0,0,0,0,10.0,6.0,13.0,21.0,4.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:58 AM,07:42 PM,04:43 AM,03:02 PM,Waning Crescent,30,0,1
72762,1712278800,2024-04-04 20:00,8.3,47.0,0,4.9,7.9,337,NNW,1016.0,29.99,0.0,0.0,0.0,65,0,7.1,44.8,7.1,44.8,8.3,47.0,1.6,35.0,0,0,0,0,10.0,6.0,10.3,16.6,1.0,Clear ,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,06:58 AM,07:42 PM,04:43 AM,03:02 PM,Waning Crescent,30,0,1
72762,1712282400,2024-04-04 21:00,7.0,44.6,0,3.8,6.1,355,N,1017.0,30.03,0.0,0.0,0.0,68,0,5.9,42.5,5.9,42.5,7.0,44.7,1.1,33.9,0,0,0,0,10.0,6.0,8.0,12.9,1.0,Clear ,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,06:58 AM,07:42 PM,04:43 AM,03:02 PM,Waning Crescent,30,0,1
72762,1712286000,2024-04-04 22:00,6.0,42.8,0,3.6,5.8,24,NNE,1018.0,30.06,0.0,0.0,0.0,70,0,5.1,41.2,5.1,41.2,6.0,42.8,0.7,33.3,0,0,0,0,10.0,6.0,7.5,12.1,1.0,Clear ,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,06:58 AM,07:42 PM,04:43 AM,03:02 PM,Waning Crescent,30,0,1
72762,1712289600,2024-04-04 23:00,5.3,41.5,0,2.7,4.3,35,NE,1018.0,30.07,0.0,0.0,0.0,72,0,4.4,39.9,4.4,39.9,5.3,41.5,0.4,32.6,0,0,0,0,10.0,6.0,5.6,9.1,1.0,Clear ,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,06:58 AM,07:42 PM,04:43 AM,03:02 PM,Waning Crescent,30,0,1
