PostalCode,time_epoch,time,temp_c,temp_f,is_day,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,snow_cm,humidity,cloud,feelslike_c,feelslike_f,windchill_c,windchill_f,heatindex_c,heatindex_f,dewpoint_c,dewpoint_f,will_it_rain,chance_of_rain,will_it_snow,chance_of_snow,vis_km,vis_miles,gust_mph,gust_kph,uv,conditions,icon,code,sunrise,sunset,moonrise,moonset,moon_phase,moon_illumination,is_moon_up,is_sun_up
79938,1712250000,2024-04-04 11:00,18.3,64.9,1,7.6,12.2,179,S,1015.0,29.96,0.0,0.0,0.0,16,0,18.2,64.8,18.2,64.8,18.3,64.9,-8.0,17.5,0,0,0,0,10.0,6.0,8.7,14.1,5.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:48 AM,07:27 PM,04:22 AM,03:02 PM,Waning Crescent,30,0,1
79938,1712253600,2024-04-04 12:00,19.7,67.5,1,8.5,13.7,191,SSW,1014.0,29.96,0.0,0.0,0.0,13,0,19.7,67.4,19.7,67.4,20.0,68.0,-9.3,15.2,0,0,0,0,10.0,6.0,9.8,15.7,5.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:48 AM,07:27 PM,04:22 AM,03:02 PM,Waning Crescent,30,0,1
79938,1712257200,2024-04-04 13:00,21.0,69.7,1,9.8,15.8,189,S,1014.0,29.93,0.0,0.0,0.0,11,0,20.9,69.7,20.9,69.7,21.1,69.9,-10.2,13.7,0,0,0,0,10.0,6.0,11.3,18.2,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:48 AM,07:27 PM,04:22 AM,03:02 PM,Waning Crescent,30,0,1
79938,1712260800,2024-04-04 14:00,22.1,71.8,1,10.1,16.2,186,S,1012.0,29.9,0.0,0.0,0.0,10,0,21.9,71.4,22.1,71.7,21.9,71.4,-11.1,12.1,0,0,0,0,10.0,6.0,11.6,18.6,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:48 AM,07:27 PM,04:22 AM,03:02 PM,Waning Crescent,30,0,1
79938,1712264400,2024-04-04 15:00,23.1,73.5,1,9.8,15.8,186,S,1011.0,29.86,0.0,0.0,0.0,9,0,22.5,72.6,23.0,73.5,22.5,72.6,-11.8,10.9,0,0,0,0,10.0,6.0,11.3,18.2,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:48 AM,07:27 PM,04:22 AM,03:02 PM,Waning Crescent,30,0,1
79938,1712268000,2024-04-04 16:00,23.8,74.8,1,10.7,17.3,186,S,1010.0,29.84,0.0,0.0,0.0,8,0,23.0,73.4,23.8,74.8,23.0,73.4,-12.3,9.8,0,0,0,0,10.0,6.0,12.3,19.9,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:48 AM,07:27 PM,04:22 AM,03:02 PM,Waning Crescent,30,0,1
79938,1712271600,2024-04-04 17:00,24.2,75.6,1,11.0,17.6,186,S,1009.0,29.8,0.0,0.0,0.0,7,0,23.3,73.9,24.2,75.6,23.3,73.9,-12.9,8.7,0,0,0,0,10.0,6.0,12.6,20.3,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:48 AM,07:27 PM,04:22 AM,03:02 PM,Waning Crescent,30,0,1
79938,1712275200,2024-04-04 18:00,24.3,75.8,1,11.2,18.0,188,S,1009.0,29.79,0.0,0.0,0.0,7,0,23.4,74.0,24.3,75.8,23.4,74.0,-13.7,7.3,0,0,0,0,10.0,6.0,12.9,20.7,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:48 AM,07:27 PM,04:22 AM,03:02 PM,Waning Crescent,30,0,1
79938,1712278800,2024-04-04 19:00,23.9,75.0,1,11.9,19.1,180,S,1008.0,29.78,0.0,0.0,0.0,7,0,23.1,73.6,23.9,75.0,23.1,73.6,-14.2,6.5,0,0,0,0,10.0,6.0,13.6,22.0,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:48 AM,07:27 PM,04:22 AM,03:02 PM,Waning Crescent,30,0,1
79938,1712282400,2024-04-04 20:00,22.6,72.7,0,10.7,17.3,178,S,1009.0,29.79,0.0,0.0,0.0,7,0,22.4,72.4,22.6,72.7,22.4,72.4,-13.5,7.7,0,0,0,0,10.0,6.0,15.1,24.2,1.0,Clear ,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,06:48 AM,07:27 PM,04:22 AM,03:02 PM,Waning Crescent,30,0,1
79938,1712286000,2024-04-04 21:00,21.5,70.6,0,8.7,14.0,164,SSE,1009.0,29.81,0.0,0.0,0.0,8,0,21.4,70.6,21.4,70.6,21.4,70.4,-14.0,6.8,0,0,0,0,10.0,6.0,16.4,26.5,1.0,Clear ,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,06:48 AM,07:27 PM,04:22 AM,03:02 PM,Waning Crescent,30,0,1
79938,1712289600,2024-04-04 22:00,20.4,68.7,0,8.7,14.0,143,SE,1010.0,29.82,0.0,0.0,0.0,9,0,20.4,68.7,20.4,68.7,20.3,68.6,-14.1,6.7,0,0,0,0,10.0,6.0,17.8,28.6,1.0,Clear ,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,06:48 AM,07:27 PM,04:22 AM,03:02 PM,Waning Crescent,30,0,1
79938,1712293200,2024-04-04 23:00,19.5,67.1,0,8.7,14.0,132,SE,1010.0,29.83,0.0,0.0,0.0,9,0,19.5,67.1,19.5,67.1,19.5,67.1,-14.0,6.8,0,0,0,0,10.0,6.0,18.3,29.5,1.0,Clear ,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,06:48 AM,07:27 PM,04:22 AM,03:02 PM,Waning Crescent,30,0,1
