PostalCode,time_epoch,time,temp_c,temp_f,is_day,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,snow_cm,humidity,cloud,feelslike_c,feelslike_f,windchill_c,windchill_f,heatindex_c,heatindex_f,dewpoint_c,dewpoint_f,will_it_rain,chance_of_rain,will_it_snow,chance_of_snow,vis_km,vis_miles,gust_mph,gust_kph,uv,conditions,icon,code,sunrise,sunset,moonrise,moonset,moon_phase,moon_illumination,is_moon_up,is_sun_up
80209,1712246400,2024-04-04 10:00,15.0,59.0,1,2.2,3.6,10,N,1016.0,29.99,0.0,0.0,0.0,25,50,14.5,58.1,14.5,58.1,14.6,58.3,-7.4,18.6,0,0,0,0,16.0,9.0,4.1,6.6,4.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,06:38 AM,07:28 PM,04:37 AM,02:39 PM,Waning Crescent,30,0,1
80209,1712250000,2024-04-04 11:00,16.5,61.6,1,2.9,4.7,177,S,1010.0,29.82,0.0,0.0,0.0,19,0,16.4,61.6,16.4,61.6,16.5,61.6,-7.3,18.8,0,0,0,0,10.0,6.0,3.4,5.4,5.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:38 AM,07:28 PM,04:37 AM,02:39 PM,Waning Crescent,30,0,1
80209,1712253600,2024-04-04 12:00,18.2,64.7,1,3.8,6.1,137,SE,1009.0,29.78,0.0,0.0,0.0,17,0,18.1,64.6,18.1,64.6,18.2,64.7,-7.3,19.0,0,0,0,0,10.0,6.0,4.4,7.1,5.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:38 AM,07:28 PM,04:37 AM,02:39 PM,Waning Crescent,30,0,1
80209,1712257200,2024-04-04 13:00,19.6,67.4,1,4.0,6.5,121,ESE,1007.0,29.74,0.0,0.0,0.0,15,0,19.6,67.3,19.6,67.3,19.9,67.9,-7.5,18.5,0,0,0,0,10.0,6.0,4.6,7.5,5.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:38 AM,07:28 PM,04:37 AM,02:39 PM,Waning Crescent,30,0,1
80209,1712260800,2024-04-04 14:00,20.9,69.6,1,3.4,5.4,93,E,1006.0,29.7,0.0,0.0,0.0,13,0,20.9,69.6,20.9,69.6,21.0,69.8,-8.3,17.1,0,0,0,0,10.0,6.0,3.9,6.2,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:38 AM,07:28 PM,04:37 AM,02:39 PM,Waning Crescent,30,0,1
80209,1712264400,2024-04-04 15:00,21.8,71.3,1,4.3,6.8,70,ENE,1004.0,29.65,0.0,0.0,0.0,12,0,21.8,71.2,21.8,71.2,21.7,71.1,-8.9,16.0,0,0,0,0,10.0,6.0,4.9,7.9,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:38 AM,07:28 PM,04:37 AM,02:39 PM,Waning Crescent,30,0,1
80209,1712268000,2024-04-04 16:00,22.3,72.2,1,5.8,9.4,83,E,1003.0,29.61,0.0,0.0,0.0,11,0,22.1,71.8,22.3,72.2,22.1,71.8,-9.2,15.5,0,0,0,0,10.0,6.0,6.7,10.8,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:38 AM,07:28 PM,04:37 AM,02:39 PM,Waning Crescent,30,0,1
80209,1712271600,2024-04-04 17:00,22.3,72.1,1,7.6,12.2,101,ESE,1002.0,29.59,0.0,0.0,0.0,12,0,22.2,71.9,22.3,72.1,22.2,71.9,-7.8,18.0,0,0,0,0,10.0,6.0,8.7,14.1,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:38 AM,07:28 PM,04:37 AM,02:39 PM,Waning Crescent,30,0,1
80209,1712275200,2024-04-04 18:00,21.4,70.5,1,9.6,15.5,115,ESE,1002.0,29.59,0.0,0.0,0.0,14,0,21.4,70.5,21.4,70.5,21.4,70.4,-6.4,20.6,0,0,0,0,10.0,6.0,11.1,17.8,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:38 AM,07:28 PM,04:37 AM,02:39 PM,Waning Crescent,30,0,1
80209,1712278800,2024-04-04 19:00,20.1,68.2,1,8.1,13.0,128,SE,1002.0,29.6,0.0,0.0,0.0,17,4,20.1,68.2,20.1,68.2,20.1,68.2,-5.5,22.1,0,0,0,0,10.0,6.0,11.6,18.7,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,06:38 AM,07:28 PM,04:37 AM,02:39 PM,Waning Crescent,30,0,1
80209,1712282400,2024-04-04 20:00,18.8,65.8,0,5.6,9.0,215,SW,1003.0,29.62,0.0,0.0,0.0,18,3,18.8,65.8,18.8,65.8,18.8,65.8,-5.7,21.8,0,0,0,0,10.0,6.0,10.2,16.4,1.0,Clear ,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,06:38 AM,07:28 PM,04:37 AM,02:39 PM,Waning Crescent,30,0,1
80209,1712286000,2024-04-04 21:00,17.5,63.5,0,5.6,9.0,220,SW,1005.0,29.67,0.0,0.0,0.0,20,1,17.5,63.5,17.5,63.5,17.5,63.5,-5.4,22.3,0,0,0,0,10.0,6.0,10.1,16.2,1.0,Clear ,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,06:38 AM,07:28 PM,04:37 AM,02:39 PM,Waning Crescent,30,0,1
80209,1712289600,2024-04-04 22:00,16.3,61.3,0,7.4,11.9,183,S,1006.0,29.69,0.0,0.0,0.0,24,0,16.3,61.3,16.3,61.3,16.3,61.3,-4.3,24.3,0,0,0,0,10.0,6.0,12.5,20.2,1.0,Clear ,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,06:38 AM,07:28 PM,04:37 AM,02:39 PM,Waning Crescent,30,0,1
80209,1712293200,2024-04-04 23:00,15.3,59.6,0,7.8,12.6,193,SSW,1006.0,29.7,0.0,0.0,0.0,27,0,14.8,58.7,14.8,58.7,15.3,59.6,-3.6,25.6,0,0,0,0,10.0,6.0,13.2,21.2,1.0,Clear ,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,06:38 AM,07:28 PM,04:37 AM,02:39 PM,Waning Crescent,30,0,1
